endpoint,group,invariant,invariantType,variables,postmanAssertion,pptname
post+projects_{id}_issues_{issue_iid}_todo,action_name,"return.action_name == ""marked""
LENGTH(return.action_name)==6","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.action_name)
(return.action_name)","pm.expect([""marked""].includes(return_action_name)).to.be.true
pm.expect(return_action_name).to.have.length(6)","/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_todo,author.avatar_url,"LENGTH(return.author.avatar_url)==81
return.author.avatar_url is Url","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.IsUrl","(return.author.avatar_url)
(return.author.avatar_url)","pm.expect(return_author_avatar_url).to.have.length(81)
pm.expect(return_author_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)","/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_todo,author.id,"return.author.id >= 1
return.author.id > size(return.target.assignees[])","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterThan","(return.author.id)
(return.author.id, size(return.target.assignees[..]))","pm.expect(return_author_id).to.be.at.least(1)
pm.expect(return_author_id).to.be.greaterThan(return_target_assignees_size_array)","/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_todo,author.state,"return.author.state == return.target.assignee.state
return.author.state == return.target.author.state
return.author.state == return.target.closed_by.state
return.author.state == ""active""
LENGTH(return.author.state)==6","daikon.inv.binary.twoString.StringEqual
daikon.inv.binary.twoString.StringEqual
daikon.inv.binary.twoString.StringEqual
daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.author.state, return.target.assignee.state)
(return.author.state, return.target.author.state)
(return.author.state, return.target.closed_by.state)
(return.author.state)
(return.author.state)","pm.expect(return_author_state).to.eql(return_target_assignee_state)
pm.expect(return_author_state).to.eql(return_target_author_state)
pm.expect(return_author_state).to.eql(return_target_closed_by_state)
pm.expect([""active""].includes(return_author_state)).to.be.true
pm.expect(return_author_state).to.have.length(6)","/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_todo,author.web_url,return.author.username is a substring of return.author.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.author.web_url, return.author.username)",pm.expect(return_author_web_url.includes(return_author_username)).to.be.true,/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_todo,body,return.body == return.target.title,daikon.inv.binary.twoString.StringEqual,"(return.body, return.target.title)",pm.expect(return_body).to.eql(return_target_title),/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_todo,created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","pm.expect(return_created_at).to.have.length(24)
pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_todo,project.id,input.id == return.project.id,daikon.inv.binary.twoScalar.IntEqual,"(input.id, return.project.id)",pm.expect(input_id).to.eql(return_project_id),/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_todo,project.name,return.project.name is a substring of return.project.name_with_namespace,daikon.inv.binary.twoString.StdString$SubString,"(return.project.name, return.project.name_with_namespace)",pm.expect(return_project_name_with_namespace.includes(return_project_name)).to.be.true,/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_todo,project.path,return.project.path is a substring of return.project.path_with_namespace,daikon.inv.binary.twoString.StdString$SubString,"(return.project.path, return.project.path_with_namespace)",pm.expect(return_project_path_with_namespace.includes(return_project_path)).to.be.true,/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_todo,project.path_with_namespace,"return.project.path_with_namespace is a substring of return.target.references.full
return.project.path_with_namespace is a substring of return.target_url","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.project.path_with_namespace, return.target.references.full)
(return.project.path_with_namespace, return.target_url)","pm.expect(return_target_references_full.includes(return_project_path_with_namespace)).to.be.true
pm.expect(return_target_url.includes(return_project_path_with_namespace)).to.be.true","/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_todo,state,"return.state == ""pending""
LENGTH(return.state)==7","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.state)
(return.state)","pm.expect([""pending""].includes(return_state)).to.be.true
pm.expect(return_state).to.have.length(7)","/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_todo,target._links.award_emoji,return.target._links.self is a substring of return.target._links.award_emoji,daikon.inv.binary.twoString.StdString$SubString,"(return.target._links.award_emoji, return.target._links.self)",pm.expect(return_target__links_award_emoji.includes(return_target__links_self)).to.be.true,/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_todo,target._links.notes,return.target._links.self is a substring of return.target._links.notes,daikon.inv.binary.twoString.StdString$SubString,"(return.target._links.notes, return.target._links.self)",pm.expect(return_target__links_notes.includes(return_target__links_self)).to.be.true,/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_todo,target._links.project,return.target._links.project is a substring of return.target._links.self,daikon.inv.binary.twoString.StdString$SubString,"(return.target._links.project, return.target._links.self)",pm.expect(return_target__links_self.includes(return_target__links_project)).to.be.true,/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_todo,target.assignee.avatar_url,return.target.assignee.avatar_url is Url,daikon.inv.unary.string.IsUrl,(return.target.assignee.avatar_url),"pm.expect(return_target_assignee_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_todo,target.assignee.state,"return.target.assignee.state == ""active""
LENGTH(return.target.assignee.state)==6","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.target.assignee.state)
(return.target.assignee.state)","pm.expect([""active""].includes(return_target_assignee_state)).to.be.true
pm.expect(return_target_assignee_state).to.have.length(6)","/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_todo,target.assignee.web_url,return.target.assignee.username is a substring of return.target.assignee.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.target.assignee.web_url, return.target.assignee.username)",pm.expect(return_target_assignee_web_url.includes(return_target_assignee_username)).to.be.true,/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_todo,target.assignees,"size(return.target.assignees[]) one of { 0, 1 }
input.issue_iid > size(return.target.assignees[])","daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntGreaterThan","(size(return.target.assignees[..]))
(input.issue_iid, size(return.target.assignees[..]))","pm.expect([0, 1, 0].includes(return_target_assignees_size_array)).to.be.true
pm.expect(input_issue_iid).to.be.greaterThan(return_target_assignees_size_array)","/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_todo,target.assignees.avatar_url,"LENGTH(return.avatar_url)==81
return.avatar_url is Url","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.IsUrl","(return.avatar_url)
(return.avatar_url)","pm.expect(return_avatar_url).to.have.length(81)
pm.expect(return_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)","/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201&target&assignees():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201&target&assignees():::EXIT"
post+projects_{id}_issues_{issue_iid}_todo,target.assignees.state,"return.state == ""active""
LENGTH(return.state)==6","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.state)
(return.state)","pm.expect([""active""].includes(return_state)).to.be.true
pm.expect(return_state).to.have.length(6)","/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201&target&assignees():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201&target&assignees():::EXIT"
post+projects_{id}_issues_{issue_iid}_todo,target.assignees.web_url,return.username is a substring of return.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.web_url, return.username)",pm.expect(return_web_url.includes(return_username)).to.be.true,/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201&target&assignees():::EXIT
post+projects_{id}_issues_{issue_iid}_todo,target.author.avatar_url,"LENGTH(return.target.author.avatar_url)==81
return.target.author.avatar_url is Url","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.IsUrl","(return.target.author.avatar_url)
(return.target.author.avatar_url)","pm.expect(return_target_author_avatar_url).to.have.length(81)
pm.expect(return_target_author_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)","/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_todo,target.author.id,"return.target.author.id >= 1
return.target.author.id >= size(return.target.assignees[])
return.target.author.id >= size(return.target.labels[])","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.target.author.id)
(return.target.author.id, size(return.target.assignees[..]))
(return.target.author.id, size(return.target.labels[..]))","pm.expect(return_target_author_id).to.be.at.least(1)
pm.expect(return_target_author_id).to.be.at.least(return_target_assignees_size_array)
pm.expect(return_target_author_id).to.be.at.least(return_target_labels_size_array)","/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_todo,target.author.web_url,return.target.author.username is a substring of return.target.author.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.target.author.web_url, return.target.author.username)",pm.expect(return_target_author_web_url.includes(return_target_author_username)).to.be.true,/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_todo,target.closed_by.state,"return.target.closed_by.state == ""active""",daikon.inv.unary.string.OneOfString,(return.target.closed_by.state),"pm.expect([""active""].includes(return_target_closed_by_state)).to.be.true",/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_todo,target.closed_by.username,return.target.closed_by.username is a substring of return.target.closed_by.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.target.closed_by.username, return.target.closed_by.web_url)",pm.expect(return_target_closed_by_web_url.includes(return_target_closed_by_username)).to.be.true,/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
post+projects_{id}_issues_{issue_iid}_todo,target.created_at,"LENGTH(return.target.created_at)==24
return.target.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.target.created_at)
(return.target.created_at)","pm.expect(return_target_created_at).to.have.length(24)
pm.expect(return_target_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT"
post+projects_{id}_issues_{issue_iid}_todo,target.downvotes,"return.target.downvotes == return.target.merge_requests_count
return.target.downvotes == return.target.task_completion_status.count
return.target.downvotes == return.target.task_completion_status.completed_count
return.target.downvotes == return.target.time_stats.time_estimate
return.target.downvotes == return.target.time_stats.total_time_spent
return.target.downvotes == return.target.upvotes
return.target.downvotes == return.target.user_notes_count
return.target.downvotes == 0
return.target.downvotes <= size(return.target.assignees[])
return.target.downvotes <= size(return.target.labels[])","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual","(return.target.downvotes, return.target.merge_requests_count)
(return.target.downvotes, return.target.task_completion_status.count)
(return.target.downvotes, return.target.task_completion_status.completed_count)
(return.target.downvotes, return.target.time_stats.time_estimate)
(return.target.downvotes, return.target.time_stats.total_time_spent)
(return.target.downvotes, return.target.upvotes)
(return.target.downvotes, return.target.user_notes_count)
(return.target.downvotes)
(return.target.downvotes, size(return.target.assignees[..]))
(return.target.downvotes, size(return.target.labels[..]))","pm.expect(return_target_downvotes).to.eql(return_target_merge_requests_count)
pm.expect(return_target_downvotes).to.eql(return_target_task_completion_status_count)
pm.expect(return_target_downvotes).to.eql(return_target_task_completion_status_completed_count)
pm.expect(return_target_downvotes).to.eql(return_target_time_stats_time_estimate)
pm.expect(return_target_downvotes).to.eql(return_target_time_stats_total_time_spent)
pm.expect(return_target_downvotes).to.eql(return_target_upvotes)
pm.expect(return_target_downvotes).to.eql(return_target_user_notes_count)
pm.expect([0].includes(return_target_downvotes)).to.be.true
pm.expect(return_target_downvotes).to.be.lte(return_target_assignees_size_array)
pm.expect(return_target_downvotes).to.be.lte(return_target_labels_size_array)","/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT
/projects/{id}/issues/{issue_iid}/todo&/projects/{id}/issues/{issue_iid}/todo&post&201():::EXIT"
